threshold,accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,f2_attack,specificity,false_positive_rate,false_negative_rate,roc_auc,pr_auc,matthews_correlation,true_negative,false_positive,false_negative,true_positive,errors
0.47000000000000003,0.9983857253761507,0.9985359126895352,0.9945130315500685,0.9988264108582509,0.9966650543519768,0.9979607443283202,0.9982454145208195,0.0017545854791805437,0.001173589141749158,0.9999442960907048,0.9998158301870348,0.9956042592096458,61445,108,23,19575,131
0.48000000000000004,0.9984103707902552,0.9985521588513795,0.9946140948122555,0.9988264108582509,0.9967158023371268,0.9979810957144168,0.998277906844508,0.001722093155492015,0.001173589141749158,0.9999442960907048,0.9998158301870348,0.9956710930784181,61447,106,23,19575,129
0.49,0.9984103707902552,0.9985521588513795,0.9946140948122555,0.9988264108582509,0.9967158023371268,0.9979810957144168,0.998277906844508,0.001722093155492015,0.001173589141749158,0.9999442960907048,0.9998158301870348,0.9956710930784181,61447,106,23,19575,129
0.5,0.9983980480832029,0.9985266460439501,0.9946138211382114,0.9987753852433922,0.9966902591781659,0.9979402887674361,0.998277906844508,0.001722093155492015,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9956373371828589,61447,106,24,19574,130
0.51,0.9983980480832029,0.9985266460439501,0.9946138211382114,0.9987753852433922,0.9966902591781659,0.9979402887674361,0.998277906844508,0.001722093155492015,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9956373371828589,61447,106,24,19574,130
0.52,0.9984226934973075,0.9985428922057944,0.9947149100518345,0.9987753852433922,0.9967410123230471,0.9979606403589273,0.9983103991681965,0.0016896008318034864,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9957041823779902,61449,104,24,19574,128
0.53,0.9984226934973075,0.9985428922057944,0.9947149100518345,0.9987753852433922,0.9967410123230471,0.9979606403589273,0.9983103991681965,0.0016896008318034864,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9957041823779902,61449,104,24,19574,128
0.54,0.9984226934973075,0.9985428922057944,0.9947149100518345,0.9987753852433922,0.9967410123230471,0.9979606403589273,0.9983103991681965,0.0016896008318034864,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9957041823779902,61449,104,24,19574,128
0.55,0.9984350162043598,0.9985510152867165,0.9947654622147685,0.9987753852433922,0.9967663908338638,0.9979708164659576,0.9983266453300408,0.0016733546699592222,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9957376083881221,61450,103,24,19574,127
0.56,0.998447338911412,0.9985591383676387,0.9948160195161618,0.9987753852433922,0.9967917706370627,0.9979809927805197,0.998342891491885,0.001657108508114958,0.0012246147566078172,0.9999442960907048,0.9998158301870348,0.9957710366736833,61451,102,24,19574,126
0.5700000000000001,0.9984596616184643,0.9985324819955463,0.9949672106146104,0.9986733340136749,0.9968168275229825,0.9979299022057249,0.9983916299774178,0.001608370022582165,0.0013266659863251352,0.9999442960907048,0.9998158301870348,0.995803838865361,61454,99,26,19572,125
0.5800000000000001,0.9984596616184643,0.9985324819955463,0.9949672106146104,0.9986733340136749,0.9968168275229825,0.9979299022057249,0.9983916299774178,0.001608370022582165,0.0013266659863251352,0.9999442960907048,0.9998158301870348,0.995803838865361,61454,99,26,19572,125
0.59,0.9984966297396212,0.9985394615118055,0.9951693277738228,0.9986223083988162,0.9968928280358598,0.9979297966509617,0.9984566146247948,0.0015433853752051079,0.0013776916011837943,0.9999442960907048,0.9998158301870348,0.9959038672503832,61458,95,27,19571,122
0.6,0.9985089524466735,0.9985475845927276,0.9952199338927028,0.9986223083988162,0.9969182181697782,0.9979399736887729,0.9984728607866391,0.0015271392133608436,0.0013776916011837943,0.9999442960907048,0.9998158301870348,0.9959373170987841,61459,94,27,19571,121
0.61,0.9985089524466735,0.9985475845927276,0.9952199338927028,0.9986223083988162,0.9969182181697782,0.9979399736887729,0.9984728607866391,0.0015271392133608436,0.0013776916011837943,0.9999442960907048,0.9998158301870348,0.9959373170987841,61459,94,27,19571,121
0.62,0.9985459205678303,0.998571953835494,0.9953717831349812,0.9986223083988162,0.9969943963321447,0.997970506047688,0.998521599272172,0.0014784007278280506,0.0013776916011837943,0.9999442960907048,0.9998158301870348,0.996037680316454,61462,91,27,19571,118
0.63,0.9985459205678303,0.998571953835494,0.9953717831349812,0.9986223083988162,0.9969943963321447,0.997970506047688,0.998521599272172,0.0014784007278280506,0.0013776916011837943,0.9999442960907048,0.9998158301870348,0.996037680316454,61462,91,27,19571,118
0.64,0.9985582432748826,0.9985800769164161,0.995422409846905,0.9986223083988162,0.9970197916401334,0.9979806839158414,0.9985378454340162,0.0014621545659837863,0.0013776916011837943,0.9999442960907048,0.9998158301870348,0.9960711392807976,61463,90,27,19571,117
0.65,0.9985459205678303,0.9985371743824797,0.9954725811374504,0.9985202571690989,0.9969940900754025,0.9979092299847017,0.9985540915958605,0.001445908404139522,0.0014797428309011123,0.9999442960907048,0.9998158301870348,0.9960371262609167,61464,89,29,19569,118
0.66,0.9985335978607781,0.9985116615750504,0.995472350816503,0.9984692315542403,0.9969685390396128,0.9978684127324093,0.9985540915958605,0.001445908404139522,0.0015307684457597714,0.9999442960907048,0.9998158301870348,0.9960033890609331,61464,89,30,19568,119
0.67,0.9985335978607781,0.9985116615750504,0.995472350816503,0.9984692315542403,0.9969685390396128,0.9978684127324093,0.9985540915958605,0.001445908404139522,0.0015307684457597714,0.9999442960907048,0.9998158301870348,0.9960033890609331,61464,89,30,19568,119
