Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
332.0,32.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.4375e+06,93750.0,16.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,62500.0,31250.0,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,31.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.612903e+06,96774.195,15.5,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,64516.13,32258.064,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.0,28.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6.2142855e+06,107142.86,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,71428.57,35714.285,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441.0,29.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6e+06,103448.27,14.5,14.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,68965.516,34482.758,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0,33.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.2727275e+06,90909.09,16.5,16.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,60606.062,30303.031,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420.0,36.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.8333335e+06,83333.336,18.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,55555.555,27777.777,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,38.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.5789475e+06,78947.37,19.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,52631.58,26315.79,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,33.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.2727275e+06,90909.09,16.5,16.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,60606.062,30303.031,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.0,34.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.117647e+06,88235.3,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,58823.53,29411.766,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342.0,45.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3.8666668e+06,66666.664,22.5,22.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,44444.445,22222.223,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,29.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6e+06,103448.27,14.5,14.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,68965.516,34482.758,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,31.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.612903e+06,96774.195,15.5,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,64516.13,32258.064,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,31.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.612903e+06,96774.195,15.5,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,64516.13,32258.064,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,29.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,6e+06,103448.27,14.5,14.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,68965.516,34482.758,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399.0,34.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.117647e+06,88235.3,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,58823.53,29411.766,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.0,41.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.2439025e+06,73170.734,20.5,20.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,48780.49,24390.244,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,32.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.4375e+06,93750.0,16.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,62500.0,31250.0,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328.0,48.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3.625e+06,62500.0,24.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,41666.668,20833.334,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245.0,34.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.117647e+06,88235.3,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,58823.53,29411.766,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461.0,31.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.612903e+06,96774.195,15.5,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,64516.13,32258.064,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395.0,37.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.7027025e+06,81081.08,18.5,18.5,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,54054.055,27027.027,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362.0,34.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.117647e+06,88235.3,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,58823.53,29411.766,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463.0,38.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.5789475e+06,78947.37,19.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,52631.58,26315.79,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393.0,35.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.9714285e+06,85714.29,17.5,17.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,57142.855,28571.428,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307.0,36.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.8333335e+06,83333.336,18.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,55555.555,27777.777,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479.0,36.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.8333335e+06,83333.336,18.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,55555.555,27777.777,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272.0,34.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.117647e+06,88235.3,17.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,58823.53,29411.766,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.0,35.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.9714285e+06,85714.29,17.5,17.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,57142.855,28571.428,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,122.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,1.4262295e+06,24590.164,61.0,61.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,16393.443,8196.722,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392.0,36.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.8333335e+06,83333.336,18.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,55555.555,27777.777,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,46.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3.7826088e+06,65217.39,23.0,23.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,43478.26,21739.13,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,30.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,5.8e+06,100000.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,66666.664,33333.332,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,38.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.5789475e+06,78947.37,19.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,52631.58,26315.79,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,36.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,4.8333335e+06,83333.336,18.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,55555.555,27777.777,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.0,47.0,2.0,1.0,120.0,54.0,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,3.7021278e+06,63829.79,23.5,23.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,42553.19,21276.596,54.0,60.0,58.0,2.828427,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,58.0,60.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0,54.0,1024.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
